Username,location,friend_count,review_count,photo_count,rating,date,review
Alex B.,"Carle Place, NY",3,109,,4.0,6/26/2016,"Been here many many times. Have ordered various items on the menu. Enjoy it every time and enjoyed the buffalo chicken sandwich, southwest chicken salad and the lettuce wraps. Recommend"
Giselle A.,"Garden City, NY",0,6,,4.0,7/14/2014,"Love the food, love the ambiance, love the neatness and love the service.  If you are a chocolate person then try Linda's fudge cake or Chocolate tuxedo cream cheesecake.  My husband ordered avocado rolls which i never wanted to order..but when i tasted them i started loving those.  Only downfall is..Its always so crowded.  It will be convenient if they can start taking reservations on the phone.  Whenever we go there on weekends we always have to wait for 45-90 minutes to get the table."
Alexis I.,"New York, NY",0,40,3,4.0,6/24/2016,avocado eggrolls?!! yes!!! great appetizers and awesome desserts. good to come here with large parties and you definitely won't leave here hungry!
Fareed M.,"Jamaica, NY",2,1,,1.0,7/30/2016,"Never again. Went tonight to celebrate my birthday with my gf and it took the waitress over 30mins to bring the cheesecake and then when I was more than fed up I told her I'll just take it to go. Then, it showed up 4 mins later. F-Cheesecake Factory. Now I missed my movie so I drove from queens to garden city for no damn reason."
Anthony C.,"Sayville, NY",43,45,19,3.0,7/13/2015,I don't get why this place is so great. I grew up in bklyn this is the menu in every diner on every corner. Less the one hour wait
Tiffany B.,"Port Washington, NY",248,32,16,4.0,5/28/2015,"We started off waiting to get our drink orders for about 15-20 minutes. But besides that, everything was perfect. Our waitress Brie was great! And the filet mignon was delicious!"
Judy K.,"Brooklyn, Brooklyn, NY",407,213,762,3.0,8/12/2014,"I ordered from the skinny menu and got the grilled steak medallions.  It was still filling and I was full, but my steak was overcooked.  I asked for medium rare and they gave me medium well done.  Luckily, the red wine sauce was really good and it helped counteract some of the dryness of the meat.  My sister got the cajun jambalaya pasta and it was a little bit bland.  There was cajun seasoning involved, but it needed more salt.  Usually, I'm never really disappointed with The Cheesecake Factory.  They are usually consistent with their food, but this restaurant wasn't the best. Not only that, but when we wanted cheesecake for dessert, they told us it was going to be an additional 30 minute wait.  If we had known that earlier, we would have ordered the dessert with our entrees.  So I didn't get to try their cheesecake."
Kericee F.,"Flatlands, NY",89,29,148,4.0,10/19/2014,The original cheesecake was so delicious no toppings. I had the 4 cheese pasta with white sauce added spicyJamaican shrimp to it. The pasta flavor was good but not enough sauce I thought it was dry. The Jamaican shrimps were not spicy but the flavor was smoky and tasted great. The atmosphere was warm. My waitress was polite and efficient. Overall a great experience.
Tammy R.,"Bayside, NY",0,38,,5.0,1/19/2016,I go the the Cheesecake factory a few times a year and it is absolutly great. The food is unbelievable and the cheesecakes are to die for. I love the decore and atmosphere. The wait staff is always fast and friendly. I highly recommend.
Stephanie M.,"Manhasset, NY",0,19,,4.0,1/18/2016,Got the tropical martini which was absolutely delicious while my friend got the blueberry mojito (I'm usually not a fan of) but i tried it and it was really good as well! Appetizers are great but not crazy about the main course. Our waiter Mike was so sweet and very attentive
