Username,location,friend_count,review_count,photo_count,rating,date,review
Sutton P.,"Fairfax, VA",4,49,4,4.0,5/9/2015,"Delicious food and exceptional service. There used to be a waiter here a few years back- middle aged man. He was very memorable. Best waiter I have ever experienced. He somehow came to my table exactly when I needed him and most of the time I didn't even have to say anything. He just knew! Magic! He's not there anymore but the service is still great. The food in particular tastes better than the one at Tysons galleria to me. Great location. Although sometimes I wish I didn't have to wait as long in line, and some waiters/waitresses can be not as friendly. Not mean, but not very enthusiastic either"
Lilly R.,"Nokesville, VA",7,76,,1.0,11/15/2014,Went there to get dessert and they stated their computers were down and told us to go to TGIF.
Briana A.,"Vienna, VA",26,11,96,4.0,11/22/2014,"Great service, considerate and helpful in handling my allergies. Love the patio, comfortable chairs! :)"
Pamela G.,"Reston, VA",0,6,,3.0,4/29/2016,"The food was alright, however, the service was extremely slow. Just the bread and water took over 10 minutes to be delivered. We started with the popcorn shrimp, which was crispy and flavorful. My Louisiana Chicken Pasta on the other hand was a bit bland. The margaritas were delicious (although a bit small for the price). This was our first time at this Cheesecake Factory location, and I am not sure we will be back."
Nat H.,"Springfield, VA",0,8,2,5.0,3/11/2016,"Love the Cheesecake Factory!!!! Great food, atmosphere, and of course cheesecakes! Portions are huge and everything I've had has always been delicious! My favorite cheesecake is the red velvet. I love the avocado egg rolls and all of their salads are great as well (my favorite is the Sheila's chicken salad). Also I recommend the cashew chicken (sometimes it's a little too salty but still tastes great)."
Kelli T.,"Herndon, VA",0,19,2,1.0,12/28/2014,Cockroach. That's all. Oh and no returned call from management. I'd include a picture but there isn't an option.
Kevin P.,"Fairfax, VA",33,11,3,3.0,7/3/2015,"This place has a huge menu, and our server, amazingly, was super knowledgeable about the menu. Huge portions, not the healthiest, but a good place to come with family. It was crowded, but the food came out in a reasonable time. Pretty good for a chain."
Greg C.,"Oakton, VA",206,20,7,2.0,6/26/2013,"You come to The Cheesecake Factory for one thing. The cheesecake. It isn't the world's best but it is consistently good.    You don't, or at least shouldn't, go to The Cheesecake Factory to check out the rest of the 45-page menu. It's like reading a choose-your-own-adventure book with no climax or happy ending since it always seems to conclude with indigestion."
Sal M.,"Chantilly, VA",41,62,4,4.0,3/3/2015,"I have to say, i really like the place. All the food i have ordered was great, and the service also great with the exception of 1 time. But i really wouldn't let one bad waitress ruin the restaurant, I will come back many more times. Oh and the cheesecakes that wip cream? Actually they used  molecular gastroenterology to turn cocaine into a cheesecake. Just kidding....but seriously, that stuff is addicting."
Evelyn D.,"Philadelphia, PA",70,168,113,4.0,12/22/2013,"Happy hour. Friendly staff, very quick service.  Had the eggrolls with black beans, chicken and cheese.  Also the salmon eggrolls!  Delicious!"
